SC,名称,buy_date,buy_price,sell_date,sell_price,flg,株価
1835,東鉄工業,20190225,2954.0,20190226,2956.0,1,2956.0
2573,北海道コカ・コーラボトリング,20190220,3516.0,20190227,3525.0,1,3525.0
6763,帝国通信工業,20190222,1189.0,20190227,1201.0,1,1201.0
1882,東亜道路工業,20190225,3054.0,20190228,3095.0,1,3095.0
4696,ワタベウェディング,20190226,686.0,20190228,684.0,1,684.0
3059,ヒラキ,20190221,977.0,20190301,1000.0,1,1000.0
6067,メディアフラッグ,20190213,1357.0,20190304,2619.0,1,2619.0
6072,地盤ネットホールディングス,20190301,187.0,20190304,189.0,1,189.0
1430,ファーストコーポレーション,20190225,749.0,20190305,837.0,1,837.0
2107,東洋精糖,20190227,1030.0,20190305,1045.0,1,1045.0
5010,日本精蝋,20190227,247.0,20190305,246.0,1,246.0
6164,太陽工機,20190304,1463.0,20190305,1437.0,1,1437.0
9055,アルプス物流,20190307,813.0,20190308,799.0,1,799.0
3169,ミサワ,20190311,427.0,20190312,435.0,1,435.0
3543,コメダホールディングス,20190311,2123.0,20190312,2138.0,1,2138.0
4028,石原産業,20190311,1155.0,20190312,1180.0,1,1180.0
4031,片倉コープアグリ,20190311,1166.0,20190312,1171.0,1,1171.0
7447,ナガイレーベン,20190311,2341.0,20190312,2446.0,1,2446.0
2107,東洋精糖,20190312,1032.0,20190313,1021.0,1,1021.0
7419,ノジマ,20190312,2004.0,20190313,2057.0,1,2057.0
9414,日本BS放送,20190312,1063.0,20190313,1055.0,1,1055.0
5958,三洋工業,20190311,1872.0,20190315,1882.0,1,1882.0
6249,ゲームカード・ジョイコホールディングス,20190312,1407.0,20190315,1411.0,1,1411.0
3320,クロスプラス,20190314,736.0,20190315,736.0,1,736.0
4733,オービックビジネスコンサルタント,20190315,4335.0,20190318,4430.0,1,4430.0
8365,富山銀行,20190318,3114.0,20190319,3195.0,1,3195.0
8551,北日本銀行,20190318,2095.0,20190319,2081.0,1,2081.0
3396,フェリシモ,20190315,1109.0,20190320,1106.0,1,1106.0
3396,フェリシモ,20190319,1111.0,20190320,1106.0,1,1106.0
6419,マースグループホールディングス,20190315,2163.0,20190322,2227.0,1,2227.0
3723,日本ファルコム,20190318,1117.0,20190325,1092.0,1,1092.0
8550,栃木銀行,20190318,236.0,20190325,234.0,1,234.0
9506,東北電力,20190318,1436.0,20190325,1454.0,1,1454.0
5122,オカモト,20190322,5799.0,20190325,5690.0,1,5690.0
6381,アネスト岩田,20190322,983.0,20190325,936.0,1,936.0
7885,タカノ,20190322,857.0,20190325,845.0,1,845.0
7921,宝印刷,20190322,1635.0,20190325,1623.0,1,1623.0
8089,すてきナイスグループ,20190322,883.0,20190325,886.0,1,886.0
9769,学究社,20190322,1356.0,20190325,1357.0,1,1357.0
9836,リーバイ・ストラウスジャパン,20190322,1239.0,20190326,1255.0,1,1255.0
5185,フコク,20190320,869.0,20190327,872.0,1,872.0
1379,ホクト,20190326,1969.0,20190327,1954.0,1,1954.0
3395,サンマルクホールディングス,20190326,2575.0,20190327,2557.0,1,2557.0
5757,CKサンエツ,20190326,3096.0,20190327,3025.0,1,3025.0
6236,NCホールディングス,20190326,503.0,20190327,523.0,1,523.0
6419,マースグループホールディングス,20190326,2186.0,20190327,2237.0,1,2237.0
8020,兼松,20190326,1300.0,20190327,1309.0,1,1309.0
9769,学究社,20190326,1358.0,20190327,1315.0,1,1315.0
9369,キユーソー流通システム,20190322,2022.0,20190328,2045.0,1,2045.0
1925,大和ハウス工業,20190326,3439.0,20190328,3504.0,1,3504.0
5930,文化シヤッター,20190326,815.0,20190328,804.0,1,804.0
2489,アドウェイズ,20190327,410.0,20190328,410.0,1,410.0
7814,日本創発グループ,20190327,780.0,20190328,764.0,1,764.0
3321,ミタチ産業,20190326,731.0,20190329,732.0,1,732.0
2830,アヲハタ,20190404,2296.0,20190405,2300.0,1,2300.0
7940,ウェーブロックホールディングス,20190401,847.0,20190408,898.0,1,898.0
4920,日本色材工業研究所,20190415,2518.0,20190416,2374.0,1,2374.0
7041,CRGホールディングス,20190415,1005.0,20190416,1007.0,1,1007.0
4770,図研エルミック,20190416,334.0,20190417,335.0,1,335.0
9534,北海道瓦斯,20190416,1456.0,20190417,1444.0,1,1444.0
6187,LITALICO,20190416,1791.0,20190418,1780.0,1,1780.0
2489,アドウェイズ,20190417,410.0,20190418,406.0,1,406.0
2908,フジッコ,20190417,2204.0,20190418,2180.0,1,2180.0
6747,KIホールディングス,20190417,299.0,20190418,297.0,1,297.0
7296,エフ・シー・シー,20190417,2394.0,20190418,2411.0,1,2411.0
8399,琉球銀行,20190419,1191.0,20190422,1193.0,1,1193.0
6240,ヤマシンフィルタ,20190419,730.0,20190423,744.0,1,744.0
9707,ユニマットリタイアメント・コミュニティ,20190419,1832.0,20190423,1805.0,1,1805.0
7994,オカムラ,20190422,1168.0,20190423,1126.0,1,1126.0
3063,ジェイグループホールディングス,20190417,737.0,20190425,766.0,1,766.0
4619,日本特殊塗料,20190423,1195.0,20190426,1199.0,1,1199.0
9986,蔵王産業,20190425,1342.0,20190426,1342.0,1,1342.0
5121,藤倉コンポジット,20190424,444.0,20190507,462.0,1,462.0
5237,ノザワ,20190426,762.0,20190507,764.0,1,764.0
3297,東武住販,20190426,1281.0,20190508,1272.0,1,1272.0
3297,東武住販,20190507,1283.0,20190508,1272.0,1,1272.0
4955,アグロカネショウ,20190508,2212.0,20190509,2226.0,1,2226.0
3955,イムラ封筒,20190509,613.0,20190510,613.0,1,613.0
2668,タビオ,20190510,1060.0,20190514,1063.0,1,1063.0
7812,クレステック,20190513,1397.0,20190514,1248.0,1,1248.0
8043,スターゼン,20190513,3909.0,20190514,3855.0,1,3855.0
9325,ファイズ,20190514,827.0,20190516,856.0,1,856.0
3041,ビューティ花壇,20190515,337.0,20190516,310.0,1,310.0
4642,オリジナル設計,20190515,824.0,20190516,823.0,1,823.0
9081,神奈川中央交通,20190515,3838.0,20190516,3850.0,1,3850.0
8117,中央自動車工業,20190514,1697.0,20190517,1800.0,1,1800.0
9266,一家ダイニングプロジェクト,20190517,1493.0,20190520,1496.0,1,1496.0
4642,オリジナル設計,20190517,825.0,20190521,835.0,1,835.0
7820,ニホンフラッシュ,20190521,2278.0,20190522,2270.0,1,2270.0
1950,日本電設工業,20190523,2359.0,20190524,2406.0,1,2406.0
7564,ワークマン,20190523,5292.0,20190524,5300.0,1,5300.0
9731,白洋舎,20190523,2976.0,20190524,2998.0,1,2998.0
2809,キユーピー,20190521,2549.0,20190527,2577.0,1,2577.0
4523,エーザイ,20190522,6429.0,20190527,6572.0,1,6572.0
8006,ユアサ・フナショク,20190524,3680.0,20190527,3675.0,1,3675.0
2882,イートアンド,20190524,1624.0,20190529,1644.0,1,1644.0
8850,スターツコーポレーション,20190524,2439.0,20190530,2545.0,1,2545.0
2353,日本駐車場開発,20190527,172.0,20190530,171.0,1,171.0
7989,立川ブラインド工業,20190528,1218.0,20190530,1218.0,1,1218.0
5816,オーナンバ,20190528,386.0,20190531,384.0,1,384.0
2670,エービーシー・マート,20190530,6813.0,20190531,6780.0,1,6780.0
4403,日油,20190530,3935.0,20190531,3915.0,1,3915.0
5660,神鋼鋼線工業,20190530,1014.0,20190531,1003.0,1,1003.0
8043,スターゼン,20190530,3963.0,20190531,4025.0,1,4025.0
4684,オービック,20190531,12627.0,20190603,13110.0,1,13110.0
9504,中国電力,20190531,1353.0,20190603,1360.0,1,1360.0
3484,テンポイノベーション,20190603,1511.0,20190604,1545.0,1,1545.0
2653,イオン九州,20190604,1951.0,20190605,1956.0,1,1956.0
7814,日本創発グループ,20190604,788.0,20190605,804.0,1,804.0
1982,日比谷総合設備,20190604,1839.0,20190606,1850.0,1,1850.0
2882,イートアンド,20190605,1621.0,20190606,1637.0,1,1637.0
6049,イトクロ,20190603,2393.0,20190607,2367.0,1,2367.0
2406,アルテサロンホールディングス,20190606,480.0,20190607,479.0,1,479.0
7502,プラザクリエイト本社,20190606,320.0,20190607,324.0,1,324.0
7769,リズム時計工業,20190607,1258.0,20190613,1286.0,1,1286.0
8388,阿波銀行,20190614,2693.0,20190617,2680.0,1,2680.0
8566,リコーリース,20190614,3317.0,20190617,3330.0,1,3330.0
9633,東京テアトル,20190614,1320.0,20190617,1319.0,1,1319.0
9797,大日本コンサルタント,20190611,573.0,20190618,582.0,1,582.0
2060,フィード・ワン,20190617,177.0,20190618,172.0,1,172.0
3241,ウィル,20190619,291.0,20190620,292.0,1,292.0
6718,アイホン,20190619,1616.0,20190620,1657.0,1,1657.0
7872,エステールホールディングス,20190619,604.0,20190620,609.0,1,609.0
4766,ピーエイ,20190619,238.0,20190621,247.0,1,247.0
6322,タクミナ,20190619,1729.0,20190621,1796.0,1,1796.0
6567,SERIOホールディングス,20190619,728.0,20190621,732.0,1,732.0
7012,川崎重工業,20190619,2462.0,20190621,2491.0,1,2491.0
8016,オンワードホールディングス,20190619,588.0,20190621,601.0,1,601.0
8931,和田興産,20190619,769.0,20190621,766.0,1,766.0
1400,ルーデン・ホールディングス,20190620,395.0,20190621,400.0,1,400.0
4516,日本新薬,20190621,7955.0,20190624,7810.0,1,7810.0
4548,生化学工業,20190624,1225.0,20190625,1236.0,1,1236.0
3209,カネヨウ,20190625,721.0,20190626,725.0,1,725.0
4331,テイクアンドギヴ・ニーズ,20190626,1069.0,20190627,1062.0,1,1062.0
5698,エンビプロ・ホールディングス,20190627,596.0,20190628,599.0,1,599.0
5819,カナレ電気,20190627,1891.0,20190628,1880.0,1,1880.0
6461,日本ピストンリング,20190627,1378.0,20190628,1390.0,1,1390.0
3676,デジタルハーツホールディングス,20190701,1049.0,20190703,1064.0,1,1064.0
6578,エヌリンクス,20190701,374.0,20190703,376.0,1,376.0
6704,岩崎通信機,20190701,784.0,20190703,791.0,1,791.0
8524,北洋銀行,20190701,257.0,20190704,257.0,1,257.0
1712,ダイセキ環境ソリューション,20190627,621.0,20190705,661.0,1,661.0
5010,日本精蝋,20190704,238.0,20190708,237.0,1,237.0
3192,白鳩,20190705,331.0,20190708,331.0,1,331.0
5110,住友ゴム工業,20190705,1239.0,20190708,1237.0,1,1237.0
5423,東京製鐵,20190705,835.0,20190708,829.0,1,829.0
4350,メディカルシステムネットワーク,20190627,500.0,20190709,588.0,1,588.0
7940,ウェーブロックホールディングス,20190701,656.0,20190709,685.0,1,685.0
3926,オープンドア,20190703,2933.0,20190709,2955.0,1,2955.0
9067,丸運,20190703,281.0,20190709,283.0,1,283.0
6046,リンクバル,20190704,761.0,20190709,786.0,1,786.0
9232,パスコ,20190704,822.0,20190709,819.0,1,819.0
6619,ダブル・スコープ,20190705,1475.0,20190709,1391.0,1,1391.0
7321,関西みらいフィナンシャルグループ,20190705,717.0,20190709,722.0,1,722.0
1717,明豊ファシリティワークス,20190709,451.0,20190710,453.0,1,453.0
2768,双日,20190709,352.0,20190710,348.0,1,348.0
4634,東洋インキSCホールディングス,20190709,2340.0,20190710,2315.0,1,2315.0
6039,日本動物高度医療センター,20190709,2190.0,20190710,2195.0,1,2195.0
8140,リョーサン,20190709,2598.0,20190710,2581.0,1,2581.0
4543,テルモ,20190709,3185.0,20190711,3284.0,1,3284.0
1814,大末建設,20190710,937.0,20190711,948.0,1,948.0
7860,エイベックス,20190710,1411.0,20190711,1419.0,1,1419.0
1802,大林組,20190711,1064.0,20190712,1084.0,1,1084.0
3496,アズーム,20190711,3082.0,20190712,3110.0,1,3110.0
5187,クリエートメディック,20190711,932.0,20190712,937.0,1,937.0
6309,巴工業,20190711,2381.0,20190712,2376.0,1,2376.0
9025,鴻池運輸,20190711,1721.0,20190712,1749.0,1,1749.0
4465,ニイタカ,20190712,1442.0,20190718,1416.0,1,1416.0
3816,大和コンピューター,20190716,1348.0,20190718,1338.0,1,1338.0
6188,富士ソフトサービスビューロ,20190717,327.0,20190718,322.0,1,322.0
6566,要興業,20190716,674.0,20190719,693.0,1,693.0
2651,ローソン,20190719,5257.0,20190722,5290.0,1,5290.0
3545,デファクトスタンダード,20190719,354.0,20190722,356.0,1,356.0
3863,日本製紙,20190719,1910.0,20190722,1934.0,1,1934.0
6183,ベルシステム24ホールディングス,20190719,1555.0,20190722,1564.0,1,1564.0
6541,グレイステクノロジー,20190718,2701.0,20190725,2884.0,1,2884.0
9787,イオンディライト,20190724,3187.0,20190725,3145.0,1,3145.0
2209,井村屋グループ,20190724,2103.0,20190726,2076.0,1,2076.0
1448,スペースバリューホールディングス,20190725,506.0,20190726,503.0,1,503.0
8844,コスモスイニシア,20190725,507.0,20190726,503.0,1,503.0
4008,住友精化,20190723,3311.0,20190729,3365.0,1,3365.0
4549,栄研化学,20190725,1749.0,20190731,1835.0,1,1835.0
8090,昭光通商,20190729,645.0,20190731,655.0,1,655.0
4118,カネカ,20190730,4044.0,20190731,4065.0,1,4065.0
6140,旭ダイヤモンド工業,20190730,672.0,20190731,674.0,1,674.0
9042,阪急阪神ホールディングス,20190730,3843.0,20190731,3835.0,1,3835.0
2183,リニカル,20190725,1012.0,20190801,1043.0,1,1043.0
4208,宇部興産,20190730,2233.0,20190801,2228.0,1,2228.0
3204,トーア紡コーポレーション,20190731,458.0,20190801,455.0,1,455.0
2612,かどや製油,20190724,3988.0,20190802,3980.0,1,3980.0
2782,セリア,20190725,2482.0,20190802,2466.0,1,2466.0
6048,デザインワン・ジャパン,20190729,307.0,20190802,318.0,1,318.0
5988,パイオラックス,20190730,1901.0,20190802,1848.0,1,1848.0
5998,アドバネクス,20190730,1688.0,20190802,1691.0,1,1691.0
6897,ツインバード工業,20190731,480.0,20190802,483.0,1,483.0
4696,ワタベウェディング,20190801,635.0,20190802,646.0,1,646.0
8181,東天紅,20190801,1212.0,20190802,1196.0,1,1196.0
9052,山陽電気鉄道,20190801,2138.0,20190802,2105.0,1,2105.0
7959,オリバー,20190805,2256.0,20190806,2245.0,1,2245.0
6436,アマノ,20190806,3082.0,20190807,3135.0,1,3135.0
9787,イオンディライト,20190806,3209.0,20190808,3215.0,1,3215.0
4404,ミヨシ油脂,20190807,1094.0,20190808,1091.0,1,1091.0
7747,朝日インテック,20190807,2799.0,20190808,2853.0,1,2853.0
2795,日本プリメックス,20190807,872.0,20190809,862.0,1,862.0
3641,パピレス,20190808,2045.0,20190809,2050.0,1,2050.0
7898,ウッドワン,20190808,1004.0,20190809,1008.0,1,1008.0
4299,ハイマックス,20190806,1818.0,20190813,1828.0,1,1828.0
4708,りらいあコミュニケーションズ,20190806,1270.0,20190813,1347.0,1,1347.0
1379,ホクト,20190809,1854.0,20190813,1838.0,1,1838.0
2305,スタジオアリス,20190807,2054.0,20190814,2074.0,1,2074.0
7564,ワークマン,20190808,5167.0,20190815,5330.0,1,5330.0
6164,太陽工機,20190814,1415.0,20190815,1415.0,1,1415.0
3951,朝日印刷,20190816,1071.0,20190820,1068.0,1,1068.0
9502,中部電力,20190816,1516.0,20190821,1533.0,1,1533.0
4217,日立化成,20190816,2989.0,20190822,3285.0,1,3285.0
6273,SMC,20190820,39331.0,20190826,39030.0,1,39030.0
6718,アイホン,20190823,1657.0,20190826,1591.0,1,1591.0
9612,ラックランド,20190823,2235.0,20190826,2211.0,1,2211.0
2139,中広,20190827,592.0,20190828,574.0,1,574.0
3640,電算,20190827,2008.0,20190828,2025.0,1,2025.0
9651,日本プロセス,20190827,736.0,20190828,734.0,1,734.0
2904,一正蒲鉾,20190828,1036.0,20190829,1033.0,1,1033.0
5929,三和ホールディングス,20190829,1158.0,20190902,1175.0,1,1175.0
9041,近鉄グループホールディングス,20190829,5221.0,20190902,5210.0,1,5210.0
6049,イトクロ,20190830,1666.0,20190902,1685.0,1,1685.0
9602,東宝,20190830,4431.0,20190902,4485.0,1,4485.0
2327,日鉄ソリューションズ,20190830,3509.0,20190903,3530.0,1,3530.0
9020,東日本旅客鉄道,20190903,10029.0,20190904,10040.0,1,10040.0
2773,ミューチュアル,20190910,898.0,20190911,896.0,1,896.0
3326,ランシステム,20190912,831.0,20190917,828.0,1,828.0
9612,ラックランド,20190903,2231.0,20190918,2327.0,1,2327.0
9081,神奈川中央交通,20190905,3698.0,20190918,3900.0,1,3900.0
6358,酒井重工業,20190919,2760.0,20190920,2781.0,1,2781.0
8132,シナネンホールディングス,20190919,1721.0,20190920,1745.0,1,1745.0
2269,明治ホールディングス,20190911,7492.0,20190924,7970.0,1,7970.0
6982,リード,20190920,359.0,20190924,363.0,1,363.0
3543,コメダホールディングス,20190918,1977.0,20190925,2035.0,1,2035.0
8287,マックスバリュ西日本,20190919,1690.0,20190925,1695.0,1,1695.0
6626,SEMITEC,20190925,2652.0,20190926,2661.0,1,2661.0
1909,日本ドライケミカル,20190918,1126.0,20190927,1140.0,1,1140.0
6433,ヒーハイスト精工,20190926,296.0,20190927,296.0,1,296.0
6744,能美防災,20190926,2148.0,20190927,2121.0,1,2121.0
3482,ロードスターキャピタル,20190924,779.0,20190930,803.0,1,803.0
3053,ペッパーフードサービス,20191001,1567.0,20191002,1595.0,1,1595.0
4569,キョーリン製薬ホールディングス,20191001,1793.0,20191002,1829.0,1,1829.0
5821,平河ヒューテック,20191001,1068.0,20191002,1076.0,1,1076.0
6262,ペガサスミシン製造,20191001,494.0,20191002,500.0,1,500.0
9854,愛眼,20191001,244.0,20191002,245.0,1,245.0
6533,Orchestraホールディングス,20190927,1043.0,20191003,1124.0,1,1124.0
9759,NSD,20191001,3104.0,20191003,3175.0,1,3175.0
8174,日本瓦斯,20191002,3097.0,20191003,3135.0,1,3135.0
2341,アルバイトタイムス,20191003,182.0,20191004,180.0,1,180.0
7781,平山ホールディングス,20190930,1128.0,20191007,1253.0,1,1253.0
7781,平山ホールディングス,20191001,1132.0,20191007,1253.0,1,1253.0
3853,アステリア,20191004,644.0,20191007,674.0,1,674.0
6918,アバールデータ,20191004,1572.0,20191007,1588.0,1,1588.0
3696,セレス,20191007,1277.0,20191008,1279.0,1,1279.0
3960,バリューデザイン,20191007,1746.0,20191008,1766.0,1,1766.0
9067,丸運,20191007,260.0,20191008,260.0,1,260.0
2385,総医研ホールディングス,20191004,504.0,20191009,504.0,1,504.0
7874,レック,20191004,981.0,20191009,990.0,1,990.0
6080,M＆Aキャピタルパートナーズ,20191008,6370.0,20191009,6580.0,1,6580.0
6335,東京機械製作所,20191008,372.0,20191009,367.0,1,367.0
9514,エフオン,20191007,710.0,20191010,709.0,1,709.0
2686,ジーフット,20191008,621.0,20191010,615.0,1,615.0
6059,ウチヤマホールディングス,20191008,489.0,20191010,485.0,1,485.0
6470,大豊工業,20191008,762.0,20191010,759.0,1,759.0
9514,エフオン,20191008,710.0,20191010,709.0,1,709.0
4307,野村総合研究所,20191004,2137.0,20191011,2290.0,1,2290.0
3691,リアルワールド,20191009,611.0,20191011,619.0,1,619.0
3264,アスコット,20191011,220.0,20191015,230.0,1,230.0
2907,あじかん,20191008,735.0,20191016,765.0,1,765.0
3630,電算システム,20191011,2927.0,20191016,2990.0,1,2990.0
3598,山喜,20191015,221.0,20191016,221.0,1,221.0
5271,トーヨーアサノ,20191010,1755.0,20191017,1775.0,1,1775.0
1301,極洋,20191015,2845.0,20191017,2883.0,1,2883.0
3546,アレンザホールディングス,20191015,789.0,20191017,796.0,1,796.0
5356,美濃窯業,20191015,400.0,20191017,400.0,1,400.0
9956,バローホールディングス,20191015,1841.0,20191017,1861.0,1,1861.0
3174,ハピネス・アンド・ディ,20191016,999.0,20191017,1002.0,1,1002.0
6059,ウチヤマホールディングス,20191016,491.0,20191017,487.0,1,487.0
7532,パン・パシフィック・インターナショナルホールディングス,20191016,1742.0,20191017,1751.0,1,1751.0
4506,大日本住友製薬,20191016,1814.0,20191018,1785.0,1,1785.0
2927,AFC-HDアムスライフサイエンス,20191017,651.0,20191018,650.0,1,650.0
3174,ハピネス・アンド・ディ,20191017,1000.0,20191018,1001.0,1,1001.0
3766,システムズ・デザイン,20191017,600.0,20191018,599.0,1,599.0
5921,川岸工業,20191017,2389.0,20191018,2386.0,1,2386.0
5461,中部鋼鈑,20191018,632.0,20191021,631.0,1,631.0
6882,三社電機製作所,20191015,699.0,20191023,732.0,1,732.0
7475,アルビス,20191018,2411.0,20191023,2410.0,1,2410.0
2681,ゲオホールディングス,20191017,1325.0,20191024,1333.0,1,1333.0
4826,CIJ,20191021,831.0,20191024,832.0,1,832.0
7291,日本プラスト,20191021,697.0,20191024,707.0,1,707.0
9202,ANAホールディングス,20191023,3714.0,20191024,3704.0,1,3704.0
6859,エスペック,20191015,1877.0,20191025,1946.0,1,1946.0
5614,川金ホールディングス,20191016,298.0,20191025,303.0,1,303.0
5614,川金ホールディングス,20191018,299.0,20191025,303.0,1,303.0
1333,マルハニチロ,20191021,2770.0,20191028,2812.0,1,2812.0
2599,ジャパンフーズ,20191021,1204.0,20191028,1200.0,1,1200.0
7180,九州フィナンシャルグループ,20191021,441.0,20191028,455.0,1,455.0
7860,エイベックス,20191021,1286.0,20191028,1300.0,1,1300.0
8522,名古屋銀行,20191023,3164.0,20191028,3245.0,1,3245.0
2763,エフティグループ,20191018,1387.0,20191029,1433.0,1,1433.0
3161,アゼアス,20191025,542.0,20191030,547.0,1,547.0
3140,イデアインターナショナル,20191018,821.0,20191031,882.0,1,882.0
9960,東テク,20191023,2114.0,20191031,2365.0,1,2365.0
9405,朝日放送グループホールディングス,20191024,726.0,20191031,743.0,1,743.0
6858,小野測器,20191029,523.0,20191031,520.0,1,520.0
3630,電算システム,20191101,2977.0,20191105,3015.0,1,3015.0
8869,明和地所,20191018,544.0,20191106,588.0,1,588.0
2493,イーサポートリンク,20191101,971.0,20191106,982.0,1,982.0
2176,イナリサーチ,20191105,720.0,20191106,715.0,1,715.0
7399,ナンシン,20191031,544.0,20191107,551.0,1,551.0
9506,東北電力,20191031,1102.0,20191108,1138.0,1,1138.0
2341,アルバイトタイムス,20191107,184.0,20191108,182.0,1,182.0
2481,タウンニュース社,20191108,458.0,20191111,456.0,1,456.0
2652,まんだらけ,20191108,607.0,20191111,610.0,1,610.0
3480,ジェイ・エス・ビー,20191108,4821.0,20191111,4775.0,1,4775.0
2489,アドウェイズ,20191106,296.0,20191112,322.0,1,322.0
7522,ワタミ,20191107,1416.0,20191112,1415.0,1,1415.0
4792,山田コンサルティンググループ,20191111,1821.0,20191112,1869.0,1,1869.0
4420,イーソル,20191111,1452.0,20191113,1481.0,1,1481.0
9266,一家ダイニングプロジェクト,20191112,975.0,20191113,993.0,1,993.0
9633,東京テアトル,20191112,1393.0,20191114,1377.0,1,1377.0
2904,一正蒲鉾,20191113,1073.0,20191114,1085.0,1,1085.0
3682,エンカレッジ・テクノロジ,20191111,756.0,20191118,795.0,1,795.0
2139,中広,20191115,548.0,20191118,541.0,1,541.0
2221,岩塚製菓,20191115,3872.0,20191118,3900.0,1,3900.0
2681,ゲオホールディングス,20191115,1343.0,20191118,1378.0,1,1378.0
3080,ジェーソン,20191115,351.0,20191118,351.0,1,351.0
4410,ハリマ化成グループ,20191115,1254.0,20191118,1248.0,1,1248.0
5852,アーレスティ,20191115,551.0,20191118,565.0,1,565.0
3698,CRI・ミドルウェア,20191118,1787.0,20191119,1832.0,1,1832.0
6539,MS-Japan,20191118,1320.0,20191119,1343.0,1,1343.0
3186,ネクステージ,20191119,1106.0,20191120,1137.0,1,1137.0
4290,プレステージ・インターナショナル,20191118,887.0,20191121,923.0,1,923.0
7524,マルシェ,20191120,778.0,20191121,781.0,1,781.0
7532,パン・パシフィック・インターナショナルホールディングス,20191120,1732.0,20191121,1741.0,1,1741.0
