SC,名称,20200619,株価,compare,rate,reserve_price
3524,日東製網,1398.92,1389.0,9.920000000000073,0.007091184628141761,1399.0
2001,日本製粉,1612.92,1606.0,6.920000000000073,0.0042903553803040895,1614.0
2201,森永製菓,4421.0,4415.0,6.0,0.0013571590137977834,4417.0
3626,TIS,2255.4,2227.0,28.40000000000009,0.012592001418817101,2255.0
9760,進学会ホールディングス,512.04,512.0,0.03999999999996362,7.811889696110386e-05,513.0
2224,コモ,2415.08,2411.0,4.079999999999927,0.0016893850307235897,2416.0
