SC,名称,20200612,株価,compare,rate,reserve_price
5237,ノザワ,574.68,574.0,0.67999999999995,0.001183267209577417,575.0
6870,日本フェンオール,1300.4,1300.0,0.40000000000009095,0.00030759766225783673,1294.0
3449,テクノフレックス,1164.48,1164.0,0.4800000000000182,0.0004122011541632473,1152.0
4623,アサヒペン,1703.84,1701.0,2.839999999999918,0.0016668231758850116,1705.0
1434,JESCOホールディングス,332.12,332.0,0.12000000000000455,0.00036131518728171907,331.0
8912,エリアクエスト,103.36,103.0,0.35999999999999943,0.003482972136222905,104.0
7587,PALTEK,508.84,508.0,0.839999999999975,0.0016508136152817683,508.0
2894,石井食品,216.6,216.0,0.5999999999999943,0.0027700831024930488,217.0
