SC,名称,20200612,株価,compare,rate,reserve_price
4208,宇部興産,1873.6,1873.0,0.599999999999909,0.0003202391118701479,1871.0
6870,日本フェンオール,1300.4,1300.0,0.40000000000009095,0.00030759766225783673,1294.0
1434,JESCOホールディングス,332.12,332.0,0.12000000000000455,0.00036131518728171907,331.0
8541,愛媛銀行,1143.44,1143.0,0.44000000000005457,0.0003848037500875031,1143.0
9993,ヤマザワ,1719.36,1719.0,0.35999999999989996,0.00020938023450580448,1720.0
